lemma,Polarity
batalla_de_Horcas_Caudinas,-0.25
batalla_de_Ipso,-0.25
batalla_de_Ivry,-0.25
batalla_de_Jena,-0.375
batalla_de_Magenta,-0.25
batalla_de_Maratón,-0.25
batalla_de_Minden,-0.25
batalla_de_Panipat,-0.25
batalla_de_Queronea,-0.25
batalla_de_Rocroi,-0.25
batalla_de_las_Horcas_Caudinas,-0.25
batalla_del_Somme,-0.25
batea,0.25
bateo,0.25
batiborrillo,-0.25
batida,-0.25
batir_a_golpes,-0.25
batracomiomaquia,-0.5
batín,-0.25
bauhinia,-0.25
bañador,-0.25
baño_de_sangre,-0.25
beatificación,0.25
beatificado,0.5
beatitud,0.375
beato,0.75
beatífico,0.5
bebido,0.5
befa,-0.5
befar,-0.625
befarse,-0.375
behaviorista,-0.25
beige,0.25
beldad,0.25
belicosidad,-0.25
beligerancia,-0.312
beligerante,-0.458
belitre,-0.25
bella,0.25
bellacamente,-0.5
bellaco,0.1875
bellaquería,-0.25
bello,0.708
bemol,-0.375
benchmark,0.375
bendecido,0.75
bendecir,0.25
bendito,0.792
benefactor,0.938
beneficencia,0.688
beneficiar,0.417
beneficiarse,0.75
beneficio,0.396
beneficios,0.375
beneficioso,0.917
beneplácito,0.313
benevolencia,0.438
benevolente,0.313
benignidad,0.375
benigno,0.469
bentos,0.25
benéfico,0.625
benévolo,0.438
berberecho,0.25
berenjenal,-0.5
beriberi,-0.5
berilio,-0.25
bermejo,0.375
berrinche,-0.625
berro_mastuerzo,0.25
bestializar,0.25
biblioteconomía,0.25
bibos,-0.5
bicho_raro,-0.375
bicoca,-0.25
bicromatado,0.25
bien,0.6583333333333333
bien_definidos,0.5
bien_educado,0.5
bien_hecho,0.75
bien_parecido,0.875
bienal,0.25
bienaventurado,0.625
bienaventuranza,0.75
bienes_relictos,-0.25
bienestar,0.531
bienestar_económico,0.25
bienhablado,0.375
bienintencionado,0.5
bienvenido,0.75
bies,0.25
bifurcado,0.25
bigardía,-0.375
bigenérico,0.25
bigémino,0.25
bilabial,0.25
bilateral,0.25
bilineal,0.25
bilioso,-0.75
billete_de_autobús,0.375
billete_de_avión,0.25
billete_de_banco,-0.25
billete_de_tren,0.375
bimestral,0.313
biodegradable,0.25
bioensayo,0.25
biologismo,0.375
bioluminiscente,0.375
biológicamente,0.25
bioquímico,0.375
biorremediación,-0.25
bioscopio,0.25
bioterio,0.25
bioterrorismo,-0.25
biotita,-0.25
biotítico,-0.25
bioética,0.25
bipartido,0.375
birlar,-0.542
bisbiseo,-0.25
biserrado,-0.5
bisílabo,0.25
bizantinismo,0.25
bizarro,0.75
bizquera,-0.25
blaia_zimondal,-0.25
blandengue,-0.25
blanducho,0.25
blanquito,-0.5
blasfemador,0.25
blasfemo,0.25
blasonado,0.375
bloc_de_notas,-0.25
blocao,-0.375
blooper,-0.375
bloqueante,0.25
bloqueo_del_escritor,-0.625
bloqueo_mental,-0.375
bloqueo_mutuo,-0.25
bluff,-0.5
blusa,-0.25
bobadas,-0.25
bobales,-0.375
bobalicón,-0.425
bobo,-0.312
boca_del_estómago,-0.25
bocanada,-0.375
bocón,0.375
boda_civil,0.25
bodhisatwa,0.25
bodijo,0.25
body,-0.25
bofetón,0.25
bofia,-0.25
bogeyman,-0.25
bola_de_fuego,-0.25
bola_de_manteca,-0.25
bola_de_melón,0.25
bolchevizar,0.25
bollo,0.25
bolonio,-0.25
bolsa_de_aire,-0.375
bolsa_de_colofonia,0.25
bomba_centrífuga,-0.25
bomba_de_demolición,0.25
bomba_de_relojería,-0.25
bombardeo,-0.25
bombardeo_aéreo,-0.5
bombín,-0.25
bonachón,1.0
bonanza,0.417
bondad,0.25
bondadoso,0.357
bonito,0.75
bono_basura,-0.375
boom,0.25
boquiabierto,0.438
bordeado,0.5
borrable,0.375
borrasca,-0.312
borrascoso,-0.375
borrelia,-0.25
borrico,-0.375
borriquete,0.25
bos,-0.25
bos_javanicus,-0.375
boscaje,-0.25
bosta_de_vaca,-0.25
botarate,-0.375
botas_camperas,-0.25
bote-vivienda,0.25
bote_de_regatas,0.25
botella_de_Leyden,0.25
botija,-0.25
botulismo,-0.25
botón_del_ratón,0.25
boxeador_de_segunda,-0.375
boxear,-0.25
boxeo,-0.25
bracamante,0.25
brachystegia,-0.25
braco,0.375
bradicardia,-0.25
bragas,-0.5
brahmanismo,0.25
bramar,-0.375
braquial,-0.25
braquidactil,-0.375
braquidactilia,-0.375
braquiuros,-0.25
bravuconada,-0.25
brazal,-0.292
brazal_de_luto,-0.5
brazalete_de_tobillo,-0.375
brea,-0.25
brega,-0.375
bregante,-0.25
brete,-0.625
breve,0.25
breviario,0.25
brezo,-0.25
breña,-0.25
bribonería,-0.25
bribón,-0.469
brillante,0.49
brillantez,0.594
brillo,-0.25
brindis,0.25
brisa,-0.25
broma_de_mal_gusto,-0.25
broma_telefónica,-0.25
bromista,0.5
bromuro_de_metilo,-0.25
bronca,-0.417
bronco,-0.25
broncoespasmo,-0.5
bronquedad,-0.25
bronquítico,-0.5
brote,-0.375
broza,-0.25
brujería,-0.25
bruno,0.375
brusquedad,-0.375
brut,0.25
brutal,0.264
brutalidad,-0.344
bruto,-0.437
bruxismo,-0.25
bruza,-0.25
bruñido,0.4375
brámidos,0.25
brío,0.313
bubónico,-0.25
buen,0.734
buen_carácter,1.0
buen_conversador,0.25
buen_estado_físico,0.875
buen_gusto,0.5
buen_humor,0.813
buen_sabor,0.25
buen_tiempo,0.5
buen_tipo,0.875
buena_disposición,0.75
buena_forma,0.875
buena_forma_física,0.875
buena_fortuna,0.25
buena_persona,0.625
buena_prenda,0.375
buena_racha,0.375
buena_salud,0.625
buena_suerte,0.438
buena_voluntad,0.5
buenas_condiciones,0.5
buenas_noticias,0.375
buenaventura,0.438
bueno,0.6665
buey_salvaje_indonesio,-0.375
bufar,-0.625
bufete,-0.25
bufete_de_abogados,0.25
bufónidos,0.25
bujarra,-0.375
bujarrón,-0.375
bulbar,-0.25
bulbo_raquídeo,-0.25
bullanguero,-0.312
bulo,-0.375
bumerang,-0.25
buque_hundido,-0.25
buque_naufragado,-0.25
burdo,-0.25
burguesía,-0.375
buril,0.25
burka,-0.25
burlón,-0.75
buro,-0.25
burro_de_carga,-0.375
busca_y_captura,-0.25
buscapleitos,-0.25
buscar_defectos,-0.375
buscavidas,-0.25
bustier,-0.25
butaca,0.25
butacón,0.25
butiráceo,0.375
butterscotch,-0.375
butírico,-0.25
bálsamo_del_Perú,-0.25
bífido,0.25
bíparo,0.25
búmeran,-0.25
caballero,0.625
caballero_blanco,0.25
caballerosidad,0.375
caballeroso,0.625
caballería_medieval,0.375
caballo_de_batalla,-0.25
caballo_rojo,-0.5
cabalístico,0.375
cabeceo,-0.375
cabestrar,-0.375
cabeza_abajo,-0.375
cabeza_de_chorlito,-0.292
cabeza_de_serie,0.25
cabeza_hueca,-0.375
cabezadilla,-0.25
cabezudo,-0.5
cabezón,-0.5
cableado,0.25
cabreado,-0.75
cabrón,-0.446
caca_de_palomas,-0.25
cacao,-0.325
cacería,-0.312
cacharro,-0.25
cachet,0.375
cachete,-0.312
cachivache,0.25
cachondearse,-0.25
cachondo,0.625
caco,-0.25
cacodemónico,-0.375
cacofonía,-0.5
cacofónico,-0.5
cadaverina,-0.5
cadencioso,0.5
cadente,0.5
cadenza,0.25
cadáver,-0.25
caer_a_plomo,0.375
caer_de_plano,-0.5
caer_violentamente,-0.25
cafeinomanía,-0.25
cafetera_exprés,-0.25
cafeína,-0.25
cafeínico,-0.25
cafre,-0.5
caftán,-0.25
café_con_leche,0.25
cagada,-0.375
cagarla,-0.5
cagón,-0.5
caja_alta,0.25
caja_de_pensiones,0.25
cajón,-0.25
calaba,0.25
calambrazo,-0.5
calambre,-0.5
calamidad,-0.469
calamina,0.25
calamitoso,-0.5
calavera,-0.333
calce,0.25
calcitonina,-0.375
calculable,0.25
calculado,0.375
calculador,0.25
calcular_cumulativamente,0.375
calculista,0.25
caldera_volcánica,-0.25
caldo_de_cultivo,0.25
cale,-0.25
calefacción,0.25
calentado,0.313
calentar_el_banquillo,0.375
calentarse,0.25
calidad,0.25
calidad_de_vida,0.25
calidad_superior,0.625
caliente,0.406
caligrafía,0.375
callado,0.25
callarse,0.25
callista,0.25
callosidad,-0.375
calloso,0.438
calmante,0.3125
calophyllum_longifolium,0.25
calor_de_condensación,-0.25
calorífero,0.25
calumia,-0.25
calumnia,-0.5
calumniador,-0.625
calumnioso,-1.0
calvario,-0.375
calvatrueno,-0.375
calzoncillo,-0.375
calígrafo,0.25
camandulero,-0.375
camandulería,-0.25
cambalache,0.25
cambiable,0.313
cambiante,0.333
cambiar_el_forro,0.25
cambio_de_color,0.25
cambio_de_forma,0.25
cambio_de_sentido,0.25
camilla,-0.25
caminito_de_rosas,0.375
camino_de_carro,-0.375
camino_de_herradura,0.375
camino_de_rosas,0.375
camisa,-0.25
camisa_de_dormir,-0.25
camisola,-0.25
camión,0.25
camión_basculante,0.25
camorra,-0.281
camorrero,-0.625
camorrista,-0.312
campanilleo,0.375
campaña_naval,-0.25
campechanería,0.25
camperas,-0.25
campeón,0.625
campilotropo,-0.25
campo_de_estudio,0.25
campo_eléctrico,-0.25
campo_gravitacional,-0.25
campo_magnético,-0.25
camuesa,0.25
canalla,-0.312
canallada,-0.75
canallesco,-0.75
cancelar,0.25
canción_de_Navidad,0.25
canción_religiosa,0.375
canela,0.25
canibalismo,0.375
canijo,-0.25
canillera,-0.25
canje,0.25
canjeable,0.75
canon,0.281
canonista,0.25
canonización,0.25
canonizado,0.375
canotier,-0.5
canotié,-0.5
cansancio,-0.625
cansar,-0.281
cansarse,0.25
cantable,0.5
cantada,-0.375
cantar_las_alabanzas,0.438
cantata,0.25
cantillos,0.25
canto_de_sirena,-0.25
canto_de_villancicos,0.375
canto_fúnebre,-0.5
canto_nupcial,0.25
cantonero,-0.5
caos,-0.25
capacidad,0.307
capacitar,0.438
capado,0.375
capataz,-0.375
capaz,0.634
capellán_de_cárcel,0.25
capero,-0.25
capilla_ardiente,0.25
capital,0.281
capital_de_España,0.25
capital_de_las_Vanuatu,-0.375
capital_del_Tíbet,-0.25
capitulaciones_matrimoniales,0.25
caquético,-0.25
cara_de_póker,-0.25
cara_dura,-0.375
característico,0.5
caradura,-0.75
carales,0.25
carambolear,0.25
caramelo_de_azúcar,0.25
carapacho,-0.25
carbonilla,-0.312
carbunco,-0.25
carburo_de_hierro,-0.375
carbón,-0.344
carbón_ardiente,-0.375
carbón_vegetal,-0.375
carcelero,-0.25
carcinoide,-0.25
carcomer,-0.25
carcomido,-0.75
cardamine,-0.25
cardiomegalia,-0.375
cardiomiopatía,-0.375
carecer,-0.375
carencia,-0.25
carente,-0.625
careta,-0.25
careta_antigás,-0.25
carga_negativa,-0.25
cargante,-0.562
cargarse,-0.625
cargo_imprevisible,-0.25
cargo_irregular,-0.25
cariado,-0.375
cariadura,-0.5
cariat,-0.375
caridad,0.25
caries,-0.437
carina_fornicis,-0.375
carioca,0.375
carisma,0.375
carismático,0.75
caritativo,0.5
cariñosamente,0.375
cariñoso,0.438
carlanca,-0.437
carmelita,-0.25
carmesí,0.375
carminativo,0.375
carnear,-0.25
carnezuelo,-0.25
carnicería,-0.312
carraspera,-0.25
carrera_de_fondo,0.25
carrera_de_perros,0.25
carretón,-0.25
carroza,-0.25
carroña,-0.375
cartilaginoso,-0.25
cartilla_de_ahorro,0.25
cartilla_de_ahorros,0.25
cartujo,-0.25
cartón,0.25
carvedilol,-0.375
carácter_agradable,0.625
carácter_desagradable,-0.25
carácter_festivo,0.375
casa-bote,0.25
casa_de_empeño,0.25
casa_de_empeños,0.25
casa_de_locos,-0.5
casa_de_naipes,-0.25
casa_de_rancho,-0.25
casadero,0.5
casado,0.438
casamiento_desigual,0.25
casanova,-0.25
casarse,0.25
cascar,-0.25
cascarrabias,-0.5
casco_del_bateador,-0.25
cascote,-0.375
caseoso,-0.375
casiterita,-0.375
caso_de_urgencia,0.25
casquivano,-0.25
cassiope,-0.25
castaño,0.25
castaño_rojizo,0.25
castigable,-0.5
castigado,-0.25
castigador,0.375
castigar,-0.562
castigo,-0.375
castigo_corporal,-0.375
castillo,0.25
casto,0.563
castrado,-0.031
casulla,-0.25
casuística,0.375
casuístico,0.375
cata,0.375
catacaldos,-0.25
cataclismo,-0.312
cataclísmico,-0.5
catacréstico,0.25
catalepsia,-0.375
catamita,0.25
catastro,0.25
catastrofismo,-0.5
catastróficamente,-0.375
catastrófico,-0.375
catatónico,0.25
catequesis,0.313
catequizar,0.375
catetismo,-0.25
cateto,-0.25
cattleya,0.25
catártico,0.688
catástrofe,-0.437
causa_perdida,-0.25
causa_probable,0.25
causar_náuseas,-0.25
causar_un_trauma,-0.75
causativo,0.25
cauteloso,0.521
cautivado,0.438
cautivador,0.594
cauto,0.531
caza_de_ratas,-0.25
cazabombardero,-0.25
cazador_de_ambulancias,-0.375
cazador_de_ratones,0.25
cazar_al_acecho,-0.25
cazar_con_halcones,-0.25
cazar_con_halcón,-0.25
cazar_con_hurones,-0.25
cazar_conejos,-0.25
cazar_furtivamente,-0.25
cazatorpedero,-0.25
caído,-0.25
cañón_antiaéreo,0.375
cañón_automático_antiaéreo,0.25
caótico,-0.333
cebolla_silvestre,-0.25
cebolleta,0.25
ceborrincha,-0.25
cefalalgia,-0.375
cefalea,-0.375
cefalópodo,0.25
cefotaxima,-0.25
ceftriaxona,-0.25
cegador,0.25
ceguedad,-0.75
ceguera,-0.75
ceguera_objetiva,-0.25
celebración,0.458
celebrado,0.625
celebridad,0.375
celecoxib,-0.375
celeste,0.25
celinda,-0.25
celos,-0.25
celosamente,-0.25
celoso,-0.25
cementita,-0.375
cemento_armado,0.25
cencerro,0.25
ceniciento,-0.312
cenizas,-0.25
cenizo,-0.375
cenizoso,-0.375
cenotafio,0.25
censor,-0.25
censura,-0.337
censurable,-0.917
censurado,0.25
censurador,-0.625
centelleante,0.375
centralizador,0.5
centralizar,0.375
centrista,0.313
centro_comercial,0.25
centro_de_actividades,0.375
centro_docente,0.25
centro_político,0.25
centrospermo,-0.25
centrífugo,0.25
centrípeto,0.375
cenáculo,0.25
cephalopoda,0.25
cepillado,0.313
cepillo_de_dientes,0.25
cepillo_de_fregar,-0.25
cepillo_de_púas,-0.25
cepillo_de_uñas,0.25
ceporro,-0.333
cerapteryx,-0.25
cercano,0.354
cerco,-0.25
cercosporella,-0.25
cerdo,-0.026999999999999996
ceremonia_religiosa,0.375
ceremonial,0.3125
ceremoniero,0.25
ceremoniosidad,0.25
ceremonioso,0.25
cereza,0.375
cereza_Bing,-0.25
cereza_al_marrasquino,0.25
cereza_picota,-0.25
cerradura_de_combinación,0.25
cerrar_con_pestillo,0.375
cerrar_puntos,0.375
cerrar_ruidosamente,-0.375
cerrilismo,-0.875
certero,-0.375
certificable,0.25
certificado,0.313
certificativo,0.625
certificatorio,0.625
certitud,0.25
cerveza_negra,-0.375
cerúleo,0.25
cespitoso,0.25
cestero,0.25
cetonuria,-0.375
cetosis,-0.375
cetrería,0.25
ceñido,0.438
ceño,-0.875
ceño_fruncido,-0.875
ceñudo,-0.75
chabacanería,-0.562
chabón,-0.375
chachi,0.688
chacota,-0.25
chacoteo,-0.625
chacó,-0.25
chafarrinón,-0.625
chalado,-0.3435
chaladura,-0.25
chalaneo,0.25
chaleco,-0.312
chamarasca,-0.25
chancearse,-0.375
chanchullero,0.375
chancla,-0.375
chancroso,-0.25
changarro,-0.25
chantajear,0.25
chapa_de_identificación,-0.25
chaparral,-0.25
chaparro,-0.312
chapucear,-0.375
chapucero,-0.312
chapucería,-0.333
chapurreado,-0.375
chapuza,-0.375
chapuzas,0.25
chaqueta,-0.375
chaquetero,-0.625
charla_íntima,0.25
charlatanismo,-0.25
charlotada,0.375
charola,0.25
charrada,-0.375
charro,-0.5
chateau,0.25
chauvinista,0.3125
chavalongo,0.25
chen,-0.375
cheposo,-0.5
cheque,-0.25
cheviot,-0.25
chevió,-0.25
chic,0.625
chichón,-0.25
chicoleo,0.25
chicoria,-0.25
chiflado,-0.417
chifladura,-0.25
chifonier,0.25
chilaba,-0.25
chilindrina,-0.25
chimichurri,0.25
chinela,-0.375
chip_de_memoria,0.25
chiquilicuatro,-0.5
chiquitín,0.25
chirona,-0.375
chirriante,-0.5
chismerío,0.25
chismosa,-0.5
chiste_morboso,-0.25
chiste_negro,-0.25
chiste_visual,0.25
chiste_étnico,-0.25
chistoso,0.75
chocar,-0.275
choquear,-0.625
chorizada,-0.25
chorreces,-0.25
chotearse,-0.375
chovinista,0.25
chucho,-0.5
chulería,-0.375
chungearse,-0.375
chupa-chups,-0.375
chupachups,-0.375
chuparla,0.25
chupóptero,-0.25
churra,0.25
churrete,-0.375
chusco,0.625
chámara,-0.25
cicadófitos,-0.25
cicatero,-1.0
cicatería,-0.25
cicatrizado,0.375
ciclotimia,-0.375
ciclón,-0.312
ciclónico,-0.25
ciego,-0.25
ciencia-ficción,0.25
ciencia_aplicada,0.25
ciencia_biomédica,0.25
ciencia_ficción,0.25
ciencia_médica,0.25
cieno,-0.25
científico,0.25
científico_espacial,0.375
cierre_hermético,0.25
cigomorfo,0.375
cilicio,-0.375
cimarra,-0.25
cimbel,-0.437
cimbreo,-0.25
cinemática,-0.25
cinta_azul,0.375
cinta_de_audio,0.25
cintilar,0.375
cinturón_salvavidas,-0.25
cinéreo,-0.375
circulativo,-0.25
circunflejo,0.25
circunscrito,0.25
circunspecto,0.625
circunstancial,0.313
circunstanciar,0.375
circunstante,-0.25
cirrosis,-0.25
cirrosis_hepática,-0.25
ciruela,0.25
ciruela_damascena,-0.25
cistoplejía,-0.25
cita_errónea,-0.5
citable,0.813
citación_a_comparecencia,-0.625
citólisis,-0.375
ciudad_prospera,0.25
civil,0.275
civilidad,0.5
civilizado,0.25
cizañar,-0.5
clamor,-0.312
clamoreo,-0.25
clamoroso,1.0
clandestino,0.375
claramente,-0.25
clarificativo,0.375
claristorio,0.25
claro,0.027999999999999997
clase_alta,0.25
clase_baja,-0.25
clase_media,-0.375
clasista,0.375
claudicar,0.375
claustrofobia,-0.25
clavado,0.875
clemente,0.438
cleptomanía,-0.25
cleptómano,-0.5
climáticamente,0.25
clinch,-0.25
clinodactilia,-0.25
clinopodium,-0.375
clo,0.375
club_de_atletismo,0.25
club_de_gimnasia,0.25
club_de_yate,0.25
clueca,0.25
clueco,0.25
clámide,-0.375
clásico,0.2815
clímax_sexual,0.25
cnidiosporidios,-0.5
coactivo,0.375
coadyuvar,-0.437
coaxial,0.25
cobalto,-0.25
cobarde,-0.333
cobardía,-0.375
cobijar,0.25
cobrado,0.375
coccidioidomicosis,-0.25
coccidioidosis,-0.25
cocculus,-0.25
cocear,-0.25
coche_deportivo,-0.25
cochino,0.25
cochino_lucro,0.25
cocido,-0.25
cocodrilo_africano,-0.25
cocodrilo_del_Nilo,-0.25
codiciado,0.375
codiciar,-0.5
codo_de_tenis,-0.375
codorniz,0.25
coenzima,-0.25
coercitivo,0.375
coexistente,0.375
coexistir,0.25
coextensivo,0.375
coger_al_toro_por_los_cuernos,-0.375
coger_frío,-0.375
cognado,0.25
cognitivamente,0.375
cognoscible,0.75
cogotazo,-0.25
coherencia,0.313
coherente,0.406
cohesivo,0.25
cohesión,0.25
cohibido,0.25
coincidente,0.292
cojear,-0.375
cojinete,0.375
cola_cortada,-0.25
cola_de_cometa,0.25
colaboracionista,-0.25
colapso_nervioso,-0.875
colchoneta,-0.5
colectivo,0.313
colegio_público,0.25
colgamiento,-0.375
colifato,-0.25
colimación,0.25
colindante,0.25
collada,0.25
colmado,0.5
colocar_burlete,0.25
colonia_de_conejos,-0.25
colonización,-0.25
color_acromático,-0.25
color_crema,0.25
colorado,0.375
coloreado,0.375
colores_protectores,0.25
colorido,0.25
colosal,0.375
columbiforme,-0.375
columnario,0.313
columpio,0.25
coléricamente,-0.75
colérico,-0.458
comadreja,-0.312
combarse,-0.25
combatiente,-0.25
combatir,-0.625
combatividad,-0.25
combinable,0.438
combinador,0.375
combinatorio,0.375
comburente,0.375
combustible,0.5
combustión,-0.25
comedia,0.5
comedia-ballet,0.25
comedia_de_situación,0.25
comedido,0.563
comentario_burlón,0.25
comentario_ingenioso,0.25
comerciable,0.375
comercializado,0.25
comerciante_de_pornografía,0.25
comercio_de_armas,0.25
comestibilidad,0.25
comestible,0.625
comic,0.25
comida_recalentada,-0.25
cominero,-0.5
comisar,-0.5
comité_ético,0.25
common_arrowhead,-0.25
commutar,-0.25
como_contestación,0.375
como_un_angel,0.25
como_un_reloj,0.25
comoda,0.25
comodidad,0.406
comodidades,0.375
compadecer,-0.625
compadecerse,-0.75
compaginación,0.25
comparación_imaginaria,0.25
comparativo,-0.25
comparecencia,0.25
comparendo,-0.625
compartimentado,0.313
compatibilidad,0.313
compatible,0.531
compatiblemente,0.5
compañerismo,0.25
compañero_de_cama,0.25
compañero_del_alma,0.25
compañia_telefónica,0.25
compañía_de_teléfono,0.25
compenetrarse,0.25
compensación_p,0.25
compensado,0.25
competencia,0.344
competente,0.589
competición_atlética,0.25
competidor,-0.25
competidora,-0.25
competir,0.25
complacencia,0.688
complacer,0.475
complacido,0.438
complaciente,0.643
complejidad,-0.344
complemento_agente,0.25
complemento_indirecto,0.25
completado,0.375
completo,0.469
complicar,-0.5
componer_espondeos,0.25
composición_literaria,0.25
comprador,0.25
comprador_compulsivo,-0.25
comprensibilidad,0.375
comprensible,0.375
compresibilidad,0.25
compresible,0.375
comprimible,0.5
comprobable,0.5
comprobado,0.333
comprometedor,-0.5
comprometido,0.417
compromiso_matrimonial,0.375
compunción,-0.625
computador,0.25
computar,-0.25
comunicativo,0.313
comunidad_de_intereses,0.375
comunidad_religiosa,0.25
con_admiracion,0.625
con_bastante_seguridad,0.375
con_certeza,0.375
con_colores,0.375
con_curiosidad,-0.25
con_detalle,-0.375
con_escepticismo,-0.5
con_gran_placer,0.25
con_importancia,-0.25
con_indecisión,-0.25
con_intencionalidad,-0.25
con_seguridad,0.375
con_tratamiento,0.625
con_vivacidad,0.375
con_voz_sollozante,-0.25
concebible,0.25
concentrado,0.268
conceptivo,0.625
concepto,0.375
concepto_erróneo,-0.375
concernir,-0.25
concertación,0.375
concertar,0.25
concertarse,0.25
concertina,-0.25
concienciable,0.5
concienciar,0.25
concienzudo,0.292
concierto_benéfico,0.375
conciliación,0.708
conciliado,0.625
conciliador,0.5
conciso,0.375
conclave,0.25
concluido,0.25
concluirse,0.25
concluyentemente,-0.25
concomerse,-0.25
concomitante,0.375
concurso_atlético,0.25
concusión,-0.25
concéntrico,0.25
condecorar,0.375
condena,-0.375
condena_por_asesinato,-0.625
condena_por_robo,-0.375
condena_por_violación,-0.375
condenable,-1.0
condenación,-0.344
condenada_a_cadena_perpétua,-0.25
condenado,-0.375
condenado_a_cadena_perpétua,-0.25
condenar,-0.286
condenar_de_antemano,-0.5
condenatorio,-1.0
condensado,0.25
condensador_eléctrico,0.25
condicionado,0.5
condicional,0.25
condicionamiento_adverso,-0.25
condilion,0.25
condolencia,-0.875
condolencias,-0.875
condolerse,-0.5
conducido,0.375
conductivo,0.5
conductor,0.5
conector,0.375
conejal,-0.25
conejar,-0.25
confeccionar_rápidamente,0.25
confederado,0.25
confesado,0.25
confiabilidad,0.375
confiadamente,0.5
confiado,0.375
confianza,0.375
confidencial,0.313
confidente,0.75
confinado,0.375
confirmación,0.25
confirmado,0.25
confirmador,0.75
confirmante,0.75
confirmar,0.313
conflagración,-0.25
conflictivo,-0.375
conflicto,-0.625
confluente,0.375
conformar,0.5
conforme,0.375
conformista,0.375
confort,0.5
confortable,0.625
confortablemente,0.25
confortar,0.375
confraternización,0.25
confrontacional,-0.25
confrontación,-0.375
confrontar,-0.5
confucionismo,0.375
confundido,0.375
confundir,-0.333
confutación,-0.25
congelamiento,-0.25
congeniar,0.25
congestivo,-0.375
conglomerado,0.25
conglomerado_de_madera,-0.25
congoja,-0.75
congraciador,0.563
congratulación,0.417
congruencia,0.75
congruente,0.625
conjeturable,0.375
conjetural,0.375
conjunción_adversativa,-0.25
conjuntivo,0.25
conmemoración,0.375
conmemorativo,0.375
conmensurable,0.375
conminación,-0.375
conminatorio,-0.25
conmiseración,-0.375
conmoción,-0.354
conmoción_cerebral,-0.5
conmovedor,0.344
conmovido,0.875
conmutable,0.292
conmutación,-0.375
conmutar,-0.312
conmutativo,0.375
connatural,0.25
connivencia,0.281
connotativo,0.25
conocedor,0.375
conocerse,-0.25
conocible,0.75
conocida,0.25
conocido,0.344
conocimiento_científico,0.25
conocimiento_general,0.375
conocimiento_práctico,0.375
conocimientos_elementales,-0.375
conquista_normanda,-0.25
conquista_sexual,0.25
conquistable,0.313
conquistar,-0.25
consagrado,0.688
consagrar,0.438
consagrarse,0.292
consciencia,0.375
consciente,0.325
conscripción,0.25
consecuente,0.458
conseguir_con_artimañas,-0.25
conseja,-0.25
consejera,0.25
consenso,0.292
consensuado,0.625
consentimiento_tácito,0.5
conservacionista,-0.25
conservación_del_suelo,-0.375
